(1038.69;584.14;9.41;44.37)
(950.25;676.76;-9.71;99.44)
(997.41;228.55;33.5;22.03)
(980.46;456.99;34.84;35.17)
(1014.92;1028.88;5.98;21.6)
(1048.6;874.28;17.08;85.99)
(1033.6;718.63;16.85;67.33)
(1019.68;211.8;25.32;38.58)
(1038.97;1159.14;23.86;52.46)
(1010.6;447.94;-1.32;42.98)
(1042.31;358.57;16.38;45.91)
(1017.49;752.92;35.33;73.31)
(953.98;548.2;10.14;65.39)
(956.56;541.42;11.42;95.88)
(1005.85;727.96;33.82;28.6)
(1012.59;555.51;32.82;13.32)
(1038.38;1108.54;29.42;14.84)
(969.33;904.27;13.5;77.79)
(1000.44;568.07;34.63;71.98)
(1024.56;1068.03;-1.61;98.08)
(983.45;568.59;2.63;20.4)
(1049.35;860.55;28.83;99.76)
(1002.18;1029.85;-2.93;30.46)
(1022.78;461.34;-0.56;64.77)
(991.07;746.56;19.21;18.56)
(956.28;131.23;21.57;88.91)
(988.8;1059.5;12.98;26.77)
(974.45;244.37;14.07;41.18)
(1014.23;160.98;9.45;41.81)
(981.78;231.8;17.97;58.96)
(973.82;402.84;23.06;67.46)
(1010.03;1079.02;33.24;73.32)
(1047.6;365.46;23.02;17.83)
(986.12;335.56;8.63;12.75)
(1041.27;399.62;17.5;61.92)
(991.19;938.02;35.82;33.63)
(972.61;829.53;24.26;84.27)
(985.68;205.41;-9.83;34.09)
(971.43;810.97;-4.82;34.08)
(955.98;850.61;-1.04;60.68)
(1035.48;391.44;-0.26;10.94)
(953.39;535.83;2.22;28.65)
(964.9;332.26;22.06;27.29)
(1039.68;1100.75;5.16;42.99)
(994.21;1166.16;38.17;43.51)
(957.74;672.87;19.09;79.29)
(956.12;338.59;31.72;93.49)
(986.7;858.72;2.08;46.15)
(980.32;252.77;17.66;44.38)
(993.8;399.9;16.79;21.36)
(958.63;970.86;17.04;84.08)
(1010.43;516.75;39.94;43.81)
(1042.4;556.01;26.23;77.55)
(1005.31;418.3;17.54;64.17)
(974.68;1153.36;4.58;25.74)
(1010.99;311.49;22.72;33.21)
(961.27;150.34;27.69;95.79)
(1033.61;957.08;-6.89;89.29)
(1038.63;1192.76;22.46;81.18)
(993.83;774.68;15.01;75.97)
(1047.15;633.32;2.68;71.22)
(1002.86;116.33;22.0;25.6)
(1029.15;397.99;28.41;53.32)
(969.81;328.38;1.3;98.62)
(1045.02;933.99;-5.01;60.61)
(974.18;815.76;14.38;14.34)
(972.54;841.5;6.13;30.73)
(1017.81;543.82;29.67;39.65)
(995.46;104.94;8.12;87.51)
(1049.85;846.99;32.13;44.54)
(1006.51;1145.49;36.72;74.64)
(1024.49;1108.66;27.12;69.37)
(1013.86;408.28;26.07;71.13)
(1042.6;1012.86;29.61;27.93)
(970.36;1075.42;18.22;76.77)
(1023.95;619.26;18.22;22.59)
(970.07;568.89;28.6;57.31)
(1032.07;723.96;18.78;83.56)
(976.74;695.07;-3.67;64.07)
(1013.59;503.8;25.11;18.52)
(1037.36;347.0;-9.72;95.47)
(978.27;183.95;39.87;39.58)
(996.59;411.76;17.05;93.98)
(967.04;938.33;23.51;21.37)
(1011.5;567.53;25.18;26.01)
(1018.45;364.36;38.07;85.0)
(1008.99;126.67;37.18;11.44)
(1034.74;148.22;34.78;38.84)
(1031.39;292.42;8.54;40.64)
(1006.83;923.63;0.86;23.52)
(951.43;379.53;2.12;32.01)
(1018.4;454.61;-5.12;63.01)
(1010.2;243.5;32.23;13.62)
(1037.32;1124.61;19.96;97.04)
(976.41;195.04;32.93;80.17)
(959.26;868.71;25.18;77.81)
(971.71;178.65;1.33;51.68)
(999.63;337.77;32.58;82.54)
(950.02;980.73;13.67;30.29)
(1011.7;540.6;39.07;83.0)
(985.89;717.97;7.56;52.53)
(969.21;798.95;33.75;75.54)
(1032.25;339.87;30.61;88.63)
(1011.05;167.75;18.7;51.35)
(973.89;725.26;34.92;97.38)
(1019.43;856.63;10.72;55.13)
(951.58;821.49;-5.23;60.53)
(969.88;167.29;29.91;63.25)
(994.54;848.95;27.7;88.46)
(988.3;649.85;17.96;96.31)
(951.59;425.98;4.5;51.13)
(951.21;944.65;17.78;69.74)
(1007.06;283.01;1.08;34.9)
(950.48;796.06;10.7;21.67)
(1009.98;416.65;21.5;60.72)
(1048.93;641.56;24.07;14.18)
(1037.05;884.95;23.64;54.01)
(1033.64;276.08;8.52;71.32)
(1016.02;900.22;-8.49;47.63)
(972.22;477.78;38.92;91.54)
(1042.36;313.26;-9.55;60.89)
(958.53;830.79;12.67;76.72)
(973.0;492.12;-6.97;52.19)
(978.23;1016.6;21.8;41.83)
(959.89;1042.21;-7.76;87.77)
(993.14;944.37;-9.5;15.94)
(1011.61;608.41;19.87;75.83)
(974.05;670.13;21.78;93.54)
(970.11;653.28;23.75;22.74)
(986.81;921.39;21.9;52.02)
(969.93;947.63;22.79;99.26)
(1041.23;509.1;20.81;95.92)
(1028.81;864.44;5.86;17.95)
(973.33;428.0;38.48;94.08)
(1014.35;881.32;15.39;88.72)
(1049.98;851.41;23.15;33.47)
(970.92;651.74;23.15;59.07)
(960.85;140.36;9.47;54.99)
(1009.82;539.97;-1.29;63.03)
(999.86;789.01;16.98;60.77)
(1003.47;780.93;-6.59;62.82)
(953.27;708.82;3.19;29.37)
(991.6;571.79;-6.29;98.98)
(1044.67;127.0;19.48;73.31)
(998.75;749.27;28.02;40.0)
(1023.81;601.85;14.68;27.68)
(1044.5;1119.31;34.96;48.52)
(1014.27;1050.97;-7.84;15.0)
(1032.61;679.85;18.05;48.52)
(1039.61;1035.32;0.76;69.7)
(1013.29;1149.35;-0.69;51.63)
(1018.2;401.07;37.67;29.44)
(1036.53;1133.93;-7.41;48.54)
(1023.81;196.85;34.23;13.15)
(1032.58;913.18;-4.82;78.64)
(970.14;840.31;1.11;81.3)
(963.57;1055.09;14.07;91.59)
(1033.02;752.55;37.31;99.18)
(965.24;556.84;-1.32;19.62)
(1043.14;778.68;5.58;91.69)
(955.57;987.52;20.3;72.46)
(1014.34;959.42;8.04;57.87)
(1033.49;791.33;7.47;27.4)
(1024.46;158.97;4.45;46.25)
(1007.38;363.45;37.2;83.66)
(972.28;1001.14;1.14;32.52)
(1002.92;1028.71;36.94;25.73)
(990.71;1157.4;32.72;27.22)
(1029.93;1149.8;15.93;28.0)
(964.1;418.27;24.6;94.07)
(989.05;1172.38;10.19;38.81)
(986.59;301.91;23.0;63.22)
(1019.34;644.92;28.26;36.25)
(1020.12;1113.1;30.95;67.37)
(995.15;367.01;18.18;89.2)
(959.37;1060.33;22.72;35.71)
(1042.65;1086.67;-1.3;13.04)
(1027.14;211.08;39.18;39.51)
(1049.05;423.53;23.32;53.63)
(998.78;824.31;32.69;15.12)
(1031.96;461.16;21.23;71.69)
(1049.58;1058.75;-4.21;15.49)
(984.6;403.26;16.48;87.22)
(1000.6;184.19;8.18;67.55)
(988.24;668.86;-9.15;83.04)
(966.55;708.57;12.95;22.46)
(1003.13;444.5;-8.83;14.86)
(959.69;741.99;24.37;64.45)
(972.08;421.1;4.05;95.49)
(1000.98;694.25;-0.61;12.95)
(988.63;959.64;14.86;40.5)
(1014.09;642.55;7.63;18.42)
(993.62;1052.85;30.0;31.84)
(963.06;482.38;30.81;57.33)
(958.41;944.48;6.68;12.62)
(1040.46;959.22;15.06;83.38)
(981.35;735.54;31.68;56.3)
(1000.57;364.0;-5.51;84.16)
(999.43;926.59;20.85;53.81)
(1003.17;1174.84;20.46;46.64)
(1039.05;1046.16;-4.5;38.68)
(1046.07;722.64;1.5;37.06)
(1002.83;272.18;14.4;37.93)
(1032.02;349.51;6.62;67.09)
(994.37;927.13;12.48;78.18)
(1024.17;206.33;0.17;34.49)
(1005.25;1023.09;30.78;62.87)
(1020.17;1025.12;7.41;34.7)
(1041.14;928.19;26.51;80.93)
(970.74;695.67;27.84;15.83)
(973.31;176.19;20.67;51.72)
(1006.67;1138.64;-8.93;50.08)
(999.87;383.06;-5.57;15.29)
(966.62;1169.78;17.35;69.48)
(1025.88;900.61;18.81;33.97)
(1000.07;130.7;6.31;78.18)
(959.48;1153.67;20.33;79.73)
(982.37;584.85;7.56;16.28)
(975.19;946.84;-7.59;93.06)
(1041.66;968.89;28.29;62.32)
(1034.34;150.27;27.51;58.35)
(953.61;1039.04;13.53;46.22)
(988.54;249.3;24.15;21.48)
(1034.29;1183.46;0.44;91.75)
(1027.49;235.24;33.86;35.76)
(1049.74;1180.09;13.08;78.27)
(992.11;314.73;23.02;77.69)
(1004.7;621.66;-0.44;35.7)
(979.09;226.34;9.57;48.17)
(1004.49;724.03;20.8;78.88)
(968.4;595.93;24.42;45.66)
(979.62;626.11;3.27;65.05)
(1024.73;780.92;20.5;88.46)
(956.65;713.98;13.84;74.05)
(1026.96;256.43;39.74;84.65)
(983.87;999.97;37.17;53.99)
(993.52;1136.49;2.27;54.44)
(1020.78;1066.85;2.78;38.96)
(953.38;814.19;-5.15;88.05)
(1032.94;826.13;23.9;31.3)
(1033.99;716.78;22.67;98.42)
(1026.94;769.08;31.13;73.86)
(1021.66;334.38;0.47;88.91)
(1044.89;1118.32;9.71;56.53)
(1044.28;959.75;0.48;41.08)
(951.79;803.91;36.75;67.81)
(984.12;287.81;12.0;28.19)
(979.14;1041.76;-4.46;51.17)
(1006.94;575.47;16.56;30.17)
(1035.87;505.36;35.86;99.72)
(951.19;272.3;21.76;56.24)
(1036.64;405.57;2.31;89.86)
(1044.33;542.62;20.16;18.4)
(983.83;702.01;34.74;17.54)
(953.79;555.62;1.12;30.08)
(1023.18;177.63;0.14;56.29)
(1037.72;558.5;18.46;46.52)
(967.01;374.08;23.34;28.83)
(951.65;966.39;24.19;79.21)
(963.06;374.19;31.2;51.4)
(1034.04;831.99;17.33;23.98)
(978.09;458.91;16.98;79.86)
(1015.11;424.47;21.99;79.26)
(952.77;1125.79;-2.3;83.01)
(995.24;1071.49;8.2;44.44)
(1013.77;709.01;-9.31;77.7)
(991.46;210.97;6.46;45.15)
(959.77;282.27;0.54;73.57)
(1000.2;1141.62;29.51;33.32)
(1009.4;675.0;27.07;30.19)
(1048.44;916.26;6.42;69.65)
(955.23;828.61;30.98;40.68)
(1033.87;335.48;37.87;88.86)
(985.55;569.7;38.34;44.19)
(985.15;966.03;35.1;10.75)
(954.9;887.33;13.02;52.4)
(1022.27;537.24;26.87;46.49)
(1028.33;529.18;38.1;76.94)
(1024.86;1160.79;-1.16;97.78)
(986.34;498.26;-0.05;66.02)
(1030.44;1159.22;22.54;62.66)
(967.76;430.87;-9.83;58.93)
(980.77;778.86;-0.54;93.79)
(1028.18;579.15;30.48;75.6)
(995.26;802.78;-3.29;67.97)
(962.29;1111.12;16.09;26.31)
(1048.85;1150.33;6.23;66.21)
(960.79;611.18;-6.92;71.94)
(973.5;765.57;24.2;62.39)
(965.25;879.5;31.1;55.47)
(977.35;890.89;37.14;68.22)
(1031.92;328.83;-1.33;37.63)
(1034.88;255.64;19.17;35.37)
(964.69;805.43;22.53;71.5)
(1017.06;927.45;30.6;33.7)
(993.5;472.39;3.42;95.21)
(1030.99;108.16;35.76;93.0)
(992.34;1172.6;39.68;53.63)
(1047.43;1022.2;3.93;60.99)
(992.37;886.72;22.28;28.18)
(973.19;941.36;29.26;12.37)
(1014.35;322.12;23.03;51.37)
(1024.26;499.49;33.46;29.3)
(1031.35;747.34;4.5;69.98)
(958.67;1144.71;37.17;89.5)
(964.99;164.76;21.6;36.46)
(950.71;891.04;24.24;59.06)
(1047.11;1114.64;34.99;50.85)
(1031.66;1026.95;33.17;92.57)
(1023.96;236.12;32.03;54.62)
(993.47;409.25;15.33;97.59)
(986.75;617.81;-5.74;13.44)
(960.42;957.01;-3.68;31.5)
(995.77;344.66;9.72;12.61)
(951.29;881.48;33.03;72.06)
(970.79;981.8;18.49;92.16)
(995.64;597.19;-9.2;24.28)
(1028.89;313.64;0.33;20.79)
(999.29;580.11;37.99;23.1)
(1002.18;1016.51;1.33;31.76)
(1044.17;191.24;5.84;60.48)
(954.46;310.16;15.22;59.12)
(992.91;970.73;-0.23;23.15)
(991.09;338.12;3.27;67.39)
(1026.18;767.26;-2.25;97.82)
(1044.2;1166.9;-7.54;22.61)
(978.61;382.96;39.05;71.11)
(1017.2;504.78;-4.67;57.38)
(1007.85;835.86;39.97;84.89)
(984.11;875.33;26.57;49.41)
(985.59;303.89;-2.81;54.03)
(1018.89;184.63;22.43;99.37)
(1009.41;386.29;11.01;33.16)
(1010.82;182.88;12.76;97.23)
(997.25;758.58;13.8;94.77)
(1038.41;1066.14;-9.6;11.04)
(1041.57;421.7;14.4;75.46)
(960.54;558.69;37.29;28.16)
(1043.03;798.09;-4.12;16.84)
(977.46;726.83;2.04;94.91)
(1036.13;270.7;2.4;60.04)
(1043.59;919.05;0.54;41.72)
(979.1;466.38;5.47;21.94)
(997.14;433.9;13.86;80.41)
(1044.08;884.62;19.7;83.6)
(1034.16;495.4;4.27;41.38)
(956.95;424.97;18.39;47.5)
(1003.16;235.36;19.72;50.26)
(982.93;114.37;-5.95;80.91)
(969.77;881.29;7.92;38.69)
(1029.08;167.1;32.8;75.78)
(995.49;205.14;-2.0;63.61)
(1031.61;980.99;7.48;93.61)
(989.14;948.85;9.2;40.64)
(996.12;339.16;12.4;68.38)
(1028.31;401.78;26.22;58.8)
(1034.39;196.31;24.28;27.61)
(960.54;207.28;23.49;31.55)
(1012.0;641.07;31.31;99.86)
(991.7;533.49;14.06;65.07)
(952.6;593.73;32.02;26.79)
(1034.95;278.92;34.29;45.32)
(1024.59;674.87;33.46;86.75)
(1023.29;512.2;5.15;76.9)
(992.55;225.03;39.72;20.3)
(1009.48;465.71;-5.96;96.64)
(1002.87;822.87;24.46;86.47)
(1045.43;1046.55;6.76;25.83)
(982.65;485.35;17.11;57.97)
(1038.49;766.61;23.89;84.46)
(1002.62;709.1;38.89;38.12)
(966.71;1198.47;35.38;93.11)
(1040.31;778.17;4.69;60.96)
(1000.69;507.8;-7.19;29.9)
(955.63;585.02;14.35;70.69)
(954.28;850.21;9.8;14.18)
(1019.04;889.91;3.52;73.27)
(956.98;574.07;38.88;69.41)
(969.09;752.83;4.09;70.1)
(991.55;683.22;13.34;66.59)
(1020.09;452.79;-2.8;13.52)
(1042.95;722.88;30.76;30.01)
(961.76;203.31;3.36;41.19)
(1049.8;806.9;24.7;62.07)
(962.56;237.46;-0.37;73.49)
(1009.83;1179.56;-7.34;29.82)
(999.01;1145.0;32.43;35.57)
(1010.03;1190.9;12.32;87.39)
(958.54;464.18;20.05;66.56)
(1014.86;795.94;39.38;69.44)
(971.18;1006.46;-9.51;12.33)
(985.41;705.53;30.53;28.63)
(1000.88;107.98;36.75;39.98)
(1042.01;920.79;31.95;86.24)
(954.98;227.66;3.87;29.06)
(980.22;1127.1;33.11;58.89)
(1014.27;719.01;32.31;67.48)
(975.37;892.2;9.31;94.77)
(1046.43;186.04;18.73;32.67)
(1039.79;217.92;19.39;18.36)
